title
건축공사 건설·건축·토목·조경
홍대소재 디지털 광고대행사 광고기획 AE 대리급 용역·인력알선
서울숲역 소재  광고대행사 퍼포먼스 마케팅 팀장 용역·인력알선
서울숲역 소재  광고대행사 퍼포먼스 마케팅 담당(사원~대리급) 용역·인력알선
강남소재 화장품 기업  ODM/OEM 해외영업 대리/과장급 용역·인력알선
강남소재 화장품 기업  ODM/OEM 국내영업 대리/과장급 용역·인력알선
병원마케팅 전문 광고기획 담당 용역·인력알선
화장품 기업 자사 브랜드  광고  마케팅 담당 용역·인력알선
중형급 퍼포먼스 마케팅대행사 퍼포먼스 마케팅 팀장 용역·인력알선
강남소재  대형 디지털  광고대행사 디지털 광고기획 AE 용역·인력알선
"웹툰 IP 사업 팀장 모집(웹툰 영상,드라마화 사업 추진) 포털·컨텐츠·커뮤니티, 온라인마케터, 해외영업, 영업관리"
"입력업무 및 단순문의 카톡상담 (중식제공,230만-350만,주5일9시-18시) 네트워크·통신서비스, 영업관리"
"큰회사는 아니지만 작은회사도 위대한 회사가 될수 있다. 생각하시는 분 쇼핑몰·오픈마켓·소셜커머스, 생산직종사자, 생산·공정관리자, 포장·가공담당자"
"자바개발자 - 초중급/정규직 솔루션·SI·CRM·ERP, 웹개발자"
"Backend Engineer (Vehicle Platform Team) 솔루션·SI·CRM·ERP, 소프트웨어개발자"
"System Software Engineer 솔루션·SI·CRM·ERP, 소프트웨어개발자"
"Data Engineer (Data Service Team) - Team Lead 솔루션·SI·CRM·ERP, 소프트웨어개발자, 백엔드개발자, 프론트엔드개발자"
"Backend Software Engineer 솔루션·SI·CRM·ERP, 소프트웨어개발자"
"애즈위메이크 신사업 스태프 채용 쇼핑몰·오픈마켓·소셜커머스, 경영·비즈니스기획, 사무담당자"
"[이천/중급-고급] 반도체기업 생산공정조건 분석시스템 구축 솔루션·SI·CRM·ERP, 웹개발자"
건축공사 건설·건축·토목·조경
홍대소재 디지털 광고대행사 광고기획 AE 대리급 용역·인력알선
서울숲역 소재  광고대행사 퍼포먼스 마케팅 팀장 용역·인력알선
서울숲역 소재  광고대행사 퍼포먼스 마케팅 담당(사원~대리급) 용역·인력알선
강남소재 화장품 기업  ODM/OEM 해외영업 대리/과장급 용역·인력알선
강남소재 화장품 기업  ODM/OEM 국내영업 대리/과장급 용역·인력알선
병원마케팅 전문 광고기획 담당 용역·인력알선
화장품 기업 자사 브랜드  광고  마케팅 담당 용역·인력알선
중형급 퍼포먼스 마케팅대행사 퍼포먼스 마케팅 팀장 용역·인력알선
강남소재  대형 디지털  광고대행사 디지털 광고기획 AE 용역·인력알선
"웹툰 IP 사업 팀장 모집(웹툰 영상,드라마화 사업 추진) 포털·컨텐츠·커뮤니티, 온라인마케터, 해외영업, 영업관리"
"입력업무 및 단순문의 카톡상담 (중식제공,230만-350만,주5일9시-18시) 네트워크·통신서비스, 영업관리"
"큰회사는 아니지만 작은회사도 위대한 회사가 될수 있다. 생각하시는 분 쇼핑몰·오픈마켓·소셜커머스, 생산직종사자, 생산·공정관리자, 포장·가공담당자"
"자바개발자 - 초중급/정규직 솔루션·SI·CRM·ERP, 웹개발자"
"Backend Engineer (Vehicle Platform Team) 솔루션·SI·CRM·ERP, 소프트웨어개발자"
"System Software Engineer 솔루션·SI·CRM·ERP, 소프트웨어개발자"
"Data Engineer (Data Service Team) - Team Lead 솔루션·SI·CRM·ERP, 소프트웨어개발자, 백엔드개발자, 프론트엔드개발자"
"Backend Software Engineer 솔루션·SI·CRM·ERP, 소프트웨어개발자"
